species,family,order,fishbase_name,column_pos,depth_min,depth_max,migration,length,length_type,diet,Comments,AddRems
Eopsetta jordani,Pleuronectidae,Pleuronectiformes,Eopsetta jordani,demersal,0,550,NA,53,TL,hunting macrofauna (predator),"Adults are found on sand bottom (Ref. 2850), usually in deep water (Ref. 9988).  Feed on invertebrates and bottom fishes (Ref. 6885).  Livers of large individuals are a rich source of vitamin A (Ref. 6885).  Marketed fresh or as frozen fillets (Ref. 2850).  Eaten steamed, fried, micro-waved and baked (Ref. 9988).  Generally regarded as the premium Pacific coast sole (Ref. 9988).",Feeds on benthic invertebrates and demersal fish (Ref. 6885).
Glyptocephalus zachirus,Pleuronectidae,Pleuronectiformes,Glyptocephalus zachirus,demersal,0,900,NA,60,TL,hunting macrofauna (predator),"A slow-growing species found on sand or mud bottoms (Ref. 2850).  Usually discarded by trawlers but sometimes processed into fertilizer (Ref. 27436).  Flesh considered tasty (Ref. 27436).  Utilized fresh and frozen; eaten steamed, fried, microwaved and baked (Ref. 9988).",NA
Hippoglossoides elassodon,Pleuronectidae,Pleuronectiformes,Hippoglossoides elassodon,demersal,0,1050,oceanodromous,52,SL,hunting macrofauna (predator),"Found on soft bottom (Ref. 2850).  Adults usually below 180 m (Ref. 2850).  Feed on clams, worms and crustaceans (Ref. 6885).  Taken by shrimp and otter trawls (Ref. 6885).",Feeds on fish and benthic organisms (Ref. 6885).
Hippoglossoides robustus,Pleuronectidae,Pleuronectiformes,Hippoglossoides robustus,demersal,0,530,oceanodromous,30,SL,hunting macrofauna (predator),Benthic (Ref. 58426). Minimum depth reported at 0m (Ref. 50550).,Benthic (Ref. 58426).
Hippoglossus stenolepis,Pleuronectidae,Pleuronectiformes,Hippoglossus stenolepis,demersal,0,1200,oceanodromous,258,TL,hunting macrofauna (predator),"Found on various types of bottoms (Ref. 2850).  Young are found near shore, moving out to deeper waters as they grow older (Ref. 6885).  Older individuals typically move from deeper water along the edge of the continental shelf where they spend the winter, to shallow coastal water (27-274 m) for the summer (Ref. 28499).  Feed on fishes, crabs, clams, squids, and other invertebrates (Ref. 6885).  Utilized fresh, dried or salted, smoked and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).","Found on various types of bottoms (Ref. 2850).  Young are found near shore, moving out to deeper waters as they grow older (Ref. 6885).  Older individuals typically move from deeper water along the edge of the continental shelf where they spend the winter, to shallow coastal water (27-274 m) for the summer (Ref. 28499).  Feeds on fishes, cephalopods, crabs, clams, squids, and other invertebrates (Ref. 6885)."
Hypsopsetta guttulata,Pleuronectidae,Pleuronectiformes,Hypsopsetta guttulata,demersal,1,50,NA,46,TL,hunting macrofauna (predator),"Occur on muddy or sandy bottoms, often in bays and sloughs.  Feed  almost totally during daylight (Ref. 9642) on polychaetes and siphons of bivalves (Ref. 9331).  Pelagic spawners (Ref. 56049).",Occurs over sand and mud in bays and sloughs (Ref. 2850).
Isopsetta isolepis,Pleuronectidae,Pleuronectiformes,Isopsetta isolepis,demersal,20,425,oceanodromous,55,TL,hunting macrofauna (predator),"Common in shallow water on soft, silty bottom.  Moves into shallow water in summer and to deeper water in winter (Ref. 6885).  Spawning adults exhibit north-south migrations (Ref. 6885).  Feeds on chaetopod marine worms, young herring, shrimps, and sand dollars (Ref. 6885).  A tasty food fish, sometimes marketed (Ref. 2850).  Also used for mink food (Ref. 2850).",Feeds on fish and benthic invertebrates (Ref. 6885).
Lepidopsetta bilineata,Pleuronectidae,Pleuronectiformes,Lepidopsetta bilineata,demersal,0,575,NA,58,TL,hunting macrofauna (predator),"Adults occur over sand and gravel substrates to depths of 339 m; larvae collected over depths less than 1,000 m (Ref. 37594).  Feed on mollusks, polychaete worms, crustaceans, brittle stars, and fishes (Ref. 6885).  A tasty food fish; in some years commercial catch in Canada reaches 3,000 t (Ref. 2850).",NA
Lepidopsetta polyxystra,Pleuronectidae,Pleuronectiformes,Lepidopsetta polyxystra,demersal,0,700,NA,69,TL,variable,"Occurs on sand, also together with gravel and mud (Ref. 37594).",NA
Limanda aspera,Pleuronectidae,Pleuronectiformes,Limanda aspera,demersal,0,700,NA,49,TL,hunting macrofauna (predator),"Adults feed on hydroids, worms, mollusks, and brittle stars (Ref. 6885).  Marketed frozen and eaten fried, microwaved and baked (Ref. 9988).",NA
Limanda proboscidea,Pleuronectidae,Pleuronectiformes,Limanda proboscidea,demersal,0,160,NA,40,SL,hunting macrofauna (predator),Benthic (Ref. 58426).,Benthic.
Limanda sakhalinensis,Pleuronectidae,Pleuronectiformes,Limanda sakhalinensis,demersal,10,360,NA,36,TL,NA,NA,NA
Liopsetta glacialis,Pleuronectidae,Pleuronectiformes,Liopsetta glacialis,demersal,0,90,NA,35,TL,hunting macrofauna (predator),"A coastal species not found far offshore (Ref. 27547).  Occurs at shallow depths on mud bottoms, often in brackish water (Ref. 4705) and frequently entering freshwaters (Ref. 59043).  Benthic (Ref. 58426).  Feeds on small fishes and bottom invertebrates (Ref. 4705).  Moves closer inshore in the evenings, especially on a rising tide (Ref. 27547).  Appears to move offshore in the fall and inshore in the spring (Ref. 27547).","A coastal species not found far offshore (Ref. 27547).  Occurs at shallow depths on mud bottoms, often in brackish water and may even enter rivers (Ref. 4705).  Benthic (Ref. 58426).  Feeds on small fishes, bottom invertebrates (Ref. 4705), and zoobenthos (Ref. 27547).  Moves closer inshore in the evenings, especially on a rising tide (Ref. 27547).  Appears to move offshore in the fall and inshore in the spring (Ref. 27547)."
Lyopsetta exilis,Pleuronectidae,Pleuronectiformes,Lyopsetta exilis,bathydemersal,25,800,NA,35,TL,hunting macrofauna (predator),Occurs in the vicinity of rocky areas (Ref. 4925).  Good food fish but is of little commercial importance due to its small size (Ref. 6885).,NA
Microstomus pacificus,Pleuronectidae,Pleuronectiformes,Microstomus pacificus,demersal,10,1370,NA,76,TL,hunting macrofauna (predator),Adults occur on mud bottom (Ref. 2850).  They move into deep water in winter (Ref. 2850).  Produce large amounts of slime which may cover other fishes when caught in trawls (Ref. 4925).  Marketed as mink food (Ref. 4925) or as fillet (Ref. 2850).,NA
Parophrys vetulus,Pleuronectidae,Pleuronectiformes,Parophrys vetulus,demersal,0,550,oceanodromous,49,TL,hunting macrofauna (predator),"Adults inhabit sand and mud bottoms (Ref. 4925).  Young occur in intertidal areas.  Feed on small crustaceans, marine worms, brittle stars and small mollusks (Ref. 6885).  Spawning adults make extensive migrations (Ref. 6885).",NA
Platichthys stellatus,Pleuronectidae,Pleuronectiformes,Platichthys stellatus,demersal,0,375,catadromous,91,TL,hunting macrofauna (predator),"Found inshore, often in very shallow water and in estuaries during the summer; moving into deeper water in the winter (Ref. 27547).  However, they may occur in deep water throughout the year (Ref. 27547).  Does not venture into water of high salinities (Ref. 28899).  Young and adults move up rivers, as much as 120 km (Ref. 27547).  Benthic (Ref. 58426).  Feeds on crustaceans, worms, small mollusks, brittle stars, and small fishes (Ref. 6885).  Important game fish (Ref. 2850).  Utilized fresh and frozen; eaten steamed, fried, boiled, microwaved, and baked (Ref. 9988).","Euryhaline, can exist in freshwater lagoons and river mouths, sometimes moving very far upstream. Occurs mainly in the upper sublittoral zone (Ref. 9013).  Found inshore, often in very shallow water and in estuaries during the summer; moving into deeper water in the winter (Ref. 27547).  However, they may occur in deep water throughout the year (Ref. 27547).  Does not venture into water of high salinities (Ref. 28899).  Young and adults move up rivers, as much as 120 km (Ref. 27547).  Benthic (Ref. 58426).  Feeds on crustaceans, worms, small mollusks, brittle stars, and small fishes (Ref. 6885)."
Pleuronectes quadrituberculatus,Pleuronectidae,Pleuronectiformes,Pleuronectes quadrituberculatus,bathydemersal,0,600,NA,87,TL,hunting macrofauna (predator),Adults feed mainly on polychaetes and amphipods (Ref. 27301).,These benthivores are adapted for extracting polychaetes from the sediment (Ref. 27301).
Pleuronichthys coenosus,Pleuronectidae,Pleuronectiformes,Pleuronichthys coenosus,demersal,18,350,NA,36,TL,NA,Found on flat bottoms and rocky areas (Ref. 2850).  Young are common in shallow water during the summer but adults frequently in deeper water (Ref. 6885).,NA
Pleuronichthys decurrens,Pleuronectidae,Pleuronectiformes,Pleuronichthys decurrens,demersal,8,533,NA,37,TL,hunting macrofauna (predator),"Commonly found on soft bottom (Ref. 2850).  Feed on brittle stars and nudibranchs (Ref. 27436).  Minimal interest to anglers, usually an incidental catch (Ref. 27436).",Commonly found on soft bottom. Feeds on brittle stars and nudibranchs.
Pleuronichthys ritteri,Pleuronectidae,Pleuronectiformes,Pleuronichthys ritteri,demersal,1,50,NA,30,TL,NA,Common in bays (Ref. 9331).,NA
Pleuronichthys verticalis,Pleuronectidae,Pleuronectiformes,Pleuronichthys verticalis,demersal,9,200,NA,37,TL,hunting macrofauna (predator),Inhabits soft bottoms.,Inhabits soft bottoms.
Psettichthys melanostictus,Pleuronectidae,Pleuronectiformes,Psettichthys melanostictus,demersal,1,325,NA,63,TL,hunting macrofauna (predator),"Inhabits sandy bottoms.  Feeds on fishes, worms, crustaceans and mollusks (Ref. 6885).",Feeds on fish and invertebrates (Ref. 6885).
Reinhardtius hippoglossoides,Pleuronectidae,Pleuronectiformes,Reinhardtius hippoglossoides,benthopelagic,1,2200,oceanodromous,110,TL,hunting macrofauna (predator),"Often caught pelagically (Ref. 4705). Adults prefer bottom temperatures of -0.5°C to 6.0°C (Ref. 5951).  Epibenthic (Ref. 58426).  Feed on crustaceans, fishes (Ref. 4705, 6885), eelpouts, capelin, redfishes, deep sea prawns and other bottom invertebrates (Ref. 35388).  Batch spawner (Ref. 51846).  Utilized dried or salted and frozen; can be steamed and fried (Ref. 9988). Size of the Greenland halibut collected from 400-599 m deep in eastern Bering Sea, ranged from 9 to 99 cm FL with a mean of 56 cm (Ref. 55110).","Often caught pelagically (Ref. 4705).  Feeds on crustaceans (Ref. 4705, 6885), eelpouts, capelin, redfishes, deep sea prawns and other bottom invertebrates (Ref. 35388).  Food also includes Atlantic cod, polar cod, young Greenland halibut, roundnose grenadier, barracudinas, sand lance and cephalopods (Ref. 5951).  Greenland halibut <20 cm collected in the continental shelf <200 m deep, euphausiids were the important food.  Fish >70 cm had a higher daily ration value (1.17% of body weight per day)  than for two smaller size groups (0.66 and 0.64% of body weight per day for 30-49 and 50-69 size groups, respectively) (Ref. 55110).  It is preyed upon by Greenland shark, white whales, narwhals, hooded seals, cod and salmon.  Parasites of the species include 3 trematodes, <i>Brachyphallus crenatus</i>, <i>Derogenes varicus</i> and <i>Fellidostomum furcigerum</i>; and 1 nematode (Ref. 5951)."
Dasycottus setiger,Psychrolutidae,Scorpaeniformes,Dasycottus setiger,demersal,15,850,NA,73,TL,hunting macrofauna (predator),Found on soft bottoms (Ref. 2850).,Found on soft bottoms (Ref. 2850).
Eurymen gyrinus,Psychrolutidae,Scorpaeniformes,Eurymen gyrinus,demersal,14,400,NA,39,TL,NA,NA,NA
Malacocottus aleuticus,Psychrolutidae,Scorpaeniformes,Malacocottus aleuticus,benthopelagic,300,1000,NA,9.800000190734863,TL,NA,Collected from sand and broken shell bottom; also caught in pelagic environment (Ref. 43939).,NA
Malacocottus kincaidi,Psychrolutidae,Scorpaeniformes,Malacocottus kincaidi,bathydemersal,27,1025,NA,20,TL,variable,Usually on soft bottoms (Ref. 2850).,NA
Malacocottus zonurus,Psychrolutidae,Scorpaeniformes,Malacocottus zonurus,bathydemersal,27,1980,NA,35,SL,NA,NA,NA
Psychrolutes paradoxus,Psychrolutidae,Scorpaeniformes,Psychrolutes paradoxus,demersal,0,1100,NA,7,TL,hunting macrofauna (predator),Found on soft bottoms and possibly rocky bottoms (Ref. 2850).  Reported near shore (Ref. 2850).  Prefers low temperatures (Ref. 6885).,NA
Psychrolutes phrictus,Psychrolutidae,Scorpaeniformes,Psychrolutes phrictus,bathydemersal,500,2800,NA,70,TL,NA,"Occurs in very deep waters (Ref. 2850).  Feeds on sea pens, crabs and mollusks (Ref. 2850).",NA
Psychrolutes sigalutes,Psychrolutidae,Scorpaeniformes,Psychrolutes sigalutes,demersal,0,225,NA,8.300000190734863,TL,hunting macrofauna (predator),"Occurs in rocky areas, among sponges; also found on soft bottoms (Ref. 2850).",NA
Rhamphocottus richardsonii,Rhamphocottidae,Scorpaeniformes,Rhamphocottus richardsonii,demersal,0,165,NA,8.899999618530273,TL,hunting macrofauna (predator),"Inhabits intertidal areas and to 165 m depth, in tide pools and rocky areas but also sand bottoms (Ref. 2850).  Frequently observed taking shelter in empty shells, including those of the giant barnacle, <i>Balanus nubilis</i>, and discarded bottles and cans (Ref. 48784). Young feed on zooplankton and invertebrate and fish larvae; adults feed also feed on crustaceans (Ref. 28499).  May use its pectoral fins to crawl over rocks and seaweed (Ref. 6885).",Feeds on benthic and planktonic organisms (Ref. 6885).
Rondeletia loricata,Rondeletiidae,Stephanoberyciformes,Rondeletia loricata,bathypelagic,100,3500,NA,11,SL,feeding on dead animals (scavenger),"Diurnal depths from 750 m, migrating to 100 m at night.  Feeds on amphipod and crustacean remains (Ref. 6716).","Diurnal depths from 750 m, migrating to 100 m at night. Feeds on amphipod and crustacean remains."
Saccopharynx lavenbergi,Saccopharyngidae,Saccopharyngiformes,Saccopharynx lavenbergi,bathypelagic,2000,3000,NA,78,TL,NA,"Generally caught in midwater (Ref. 35599).  Oviparous, with planktonic eggs and leptocephalus larvae (Ref. 35599).  Degenerative changes in males and females suggest semelparity (Ref. 35599).",NA
Coregonus laurettae,Salmonidae,Salmoniformes,Coregonus laurettae,pelagic-neritic,NA,NA,anadromous,36,TL,hunting macrofauna (predator),Found near river mouths and brackish lagoons (Ref. 5723).  Makes extensive migrations related to spawning (Ref. 27547).  Feeds on invertebrates and cottids (Ref. 27547).  Apparently does not feed during its spawning runs (Ref. 27547). Some populations anadromous (Ref. 96339).,Found near river mouths and brackish lagoons (Ref. 5723).  Makes extensive migrations related to spawning (Ref. 27547).  Feeds on invertebrates and cottids (Ref. 27547).  Apparently does not feed during its spawning runs (Ref. 27547).
Oncorhynchus gorbuscha,Salmonidae,Salmoniformes,Oncorhynchus gorbuscha,demersal,0,250,anadromous,76,TL,hunting macrofauna (predator),"An anadromous species which inhabits ocean and coastal streams (Ref. 5723, 86798).  Epipelagic (Ref. 58426). Pelagic at the sea.  In freshwater, lives in Montane and Piedmont rivers with moderate to fast current and gravel bottom. Spawns in riffles or at head of riffles in shallow water with current up to 1.5 m/s, and clean coarse gravel (Ref. 59043).  Spends 18 months at sea after which spawning migration to the natal river or stream occurs; but because the species is less certain of its homing and there is a certain degree of wandering, streams as much as 640 km from natal streams may be used (Ref. 1998, 27547).  Upon emerging from the gravel, fry immediately move downstream and remain inshore for a few months before going out to sea.  Fry may feed on nymphal and larval insects while in fresh water, but may not feed at all.  In the sea, young feed on copepods and larvacean tunicates, its diet shifting to amphipods, euphausiids and fishes as the fish grows (Ref. 27547).  Other food include ostracods, decapod larvae, cirripeds, tunicates, dipterous insects (Ref. 1998, 27547).  Fry may be preyed upon by birds and mammals while adults by marine mammals and large fish (Ref. 1998).  Mostly sold canned (Ref. 1998) but also utilized fresh, smoked, and frozen; also valued for caviar, especially in Japan; eaten steamed, fried, broiled, boiled, microwaved, and baked (Ref. 9988).  The smallest of the true salmon (Ref. 12218).","Anadromous (Ref. 5951).  The young migrate seaward (Ref. 9043). Epipelagic (Ref. 58426).  Spends 18 months at sea after which spawning migration to the natal river or stream occurs; but because the species is less certain of its homing and there is a certain degree of wandering, streams as much as 640 km from natal streams may be used (Ref. 1998, 27547).  Upon emerging from the gravel, fry immediately move downstream and remain inshore for a few months before going out to sea (Ref. 27547).  Fry may feed on nymphal and larval insects while in fresh water, but may not feed at all.  In the sea, young feed on copepods and larvacean tunicates, its diet shifting to amphipods, euphausiids and fishes as the fish grows (Ref. 27547).  Other food include ostracods, decapod larvae, cirripeds, tunicates, dipterous insects and planktonic organisms (Ref. 1998, 13434, 27547).  Fry may be preyed upon by birds and mammals while adults by marine mammals and large fish (Ref. 1998)."
